remark,context_label
"But do you have a plan to review the recent groundwater management decision which Tony Burke and many of your spokespeople have indicated that, have built the case basically for a review by saying that Melissa Price was bullied into that decision. Do you mean you will not review that decision?",question
"You’ve got one candidate saying that there will be a review of Adani, another saying hand on heart there won't be, and you say there are no plans to. Do you concede that your messaging on this issue is inconsistent?",question
What do you think of the ad by GetUp that showed Tony Abbott as a lifeguard allowing people to drown and what do you think of GetUp itself as an organisation you helped set up?,question
"You say your position is consistent but Labor's message as a party isn't consistent, don't voters deserve to know what you actually... (inaudible)",question
Why were they under that impression Mr Shorten surely that would indicate that they are getting that messaging from campaign headquarters or out of your office if they're saying Labor is committed to reviewing these latest approvals by Melissa Price.,question
"Greg that dog's not going to hunt mate. Let me just answer the question. That dog's not going to hunt. A scare campaign. I’ll be saying that we are not going to review Adani, full stop. We have no plans.",question
You're saying your position is consistent but on the consistency of your position in the past year you've said you're against Adani.,question
Well I can give you the quote if you like?,question
You said that you were … sceptical …,question
… of the commercial pace for Adani …,question
"… and you said that you don't like it, so do you remain sceptical of the commercial pace? Do you like it now? What is your position just for consistency’s sake?",question
"Mr Shorten you made a virtue throughout this campaign of saying let's be honest, let's be upfront with people. When the man asked you yesterday for a tax cut, why weren't you honest with him and simply said we are going to tax you more?",question
"But you're not, you're going to tax him two per cent more, debt levy.",question
"Mr Shorten when you were in Darwin you were asked a story around that, Labor ruling out tax cuts and tax relief for people earning over $90,000 in preference of that going to essential services like schools and hospitals. This gentleman was asking about people on $250,000, so very much up there in terms of income earning. If this man goes into the election on May 18 voting for Labor because you've told him you will look at tax cuts for people like him, like his colleagues on similar earnings, has he been misled and is he voting for a different Labor Party than he thinks he is?",question
How did you not you say this to the gentleman yesterday?,question
Do you believe that nationalising coal fired power stations and energy generators generally is a good idea?,question
"Bill Shorten, inflation has come out today at zero per cent, below expectations. What does that mean for the economy?",question
"Just on WeChat, why is your account registered to an unidentified man in Shandong province and are you comfortable with subjecting yourself to the political censorship that goes with that platform?",question
What do you make of Turkish locals being banned from attending those Gallipoli services?,question
"What is your gut reaction to it though, banning locals from attending the local service?",question
Just on your climate change policy how is it congruent to open up the Betaloo Basin and Labor’s 45 per cent emissions reduction target?,question
"Mr Shorten, yesterday, repeatedly, you refused to rule out reviewing the environmental approvals - the federal environmental approvals for Adani. Can you be fair dinkum with us and with voters and tell us do you rule out reviewing those approvals?",question
"So well on that, Mr. Shorten, in the past you have said you don't support Adani, you said you're sceptical of it, and the CFMEU has issued this pledge which several of your candidates, including Mr. Beers have either signed or said they're going to sign. It's calling on you not to do anything to stand in the way of this project. So will do you anything to stand in the way of the project?",question
"If you become the Prime Minister, will the CFMEU be allowed to enforce closed shops on construction sites, no ticket no work?",question
Could the resurrection of Clive Palmer cost you the election?,question
"On George Christensen, what do you think he was doing in the Philippines for 294 days?",question
"LNP candidate Gerard Rennick has been caught spreading conspiracy theories about climate change and some curious ideas about your preschool policy. What action, if any, should be taken against the candidate, and can you guarantee you would also apply that same standard to any of your candidates caught in a similar situation?",question
Can I ask Mr Beers a question about the Adani project. Mr Shorten saying that he has no plans to review approvals is hardly ruling a review out. What do you think of that and is this hurting the chances of you winning the seat?,question
"Mr Shorten, I have a question for you and also a question for Mr Beers as well.",question
"Related. So you are confirming that you are not going to sign this CFMEU pledge to not stand in the way of Adani. I just want to get clarity on that. And Mr Beers, you did sign this pledge. Why did you do that, and should Bill Shorten sign it?",question
The ACTU wants to see the minimum wage rise by $50 a week. Is that the sort of increase you want to see?,question
"How do you expect small businesses to cope with the costs that you're loading them up with, with these increases?",question
Can I ask you a question about costs because costs have started to become a theme of the press conference. We don't have an answer to the cost for small businesses when it comes to lifting wages because we don't know how much you would like to lift wages. Small businesses and businesses at large don't have an answer as to how much they are going to be hit to meet your emissions reduction target. When will we start to learn a little bit more about your electric vehicle target and the cost to households and businesses there?,question
"Just on the Greens, they want to end coal mining by 2030. Some in Queensland would say that is an extreme policy. Would you be willing to preference them below the Coalition?",question
"So are you questioning the credibility of the Department, considering they said it was a fair market price that was paid?",question
"Mr Shorten, campaign headquarters dodged questions yesterday about whether you would review Federal Environmental approvals for the Adani coalmine if you become Prime Minister. Tanya Plibersek has also dodged those questions on the weekend. Can we get a clear answer - will you review them and the process involved as well as the approvals themselves?",question
"Will you review the approval, the approval that, just two days before the election from Melissa Price, will you have another look at them?",question
"If you win the election, how much of an increase to the minimum wage will Labor support this year?",question
If we can go back to the Murray Darling. This isn't the first issue around that system and there is the suggestion particularly from the Greens that Labor needs to commit to a Royal Commission. Is that something you'll commit to or is Labor leaving the door open to a Royal Commission into the Murray Darling.,question
"What about Labor's record, though, Mr. Burke, the Prime Minister has just said that EAA was a company that the previous Labor Government has dealt with and this arrangement was dwarfed by the amounts committed under the previous Government?",question
"Just to be clear, with the Adani groundwater decisions that were made just before the election was called, is Labor ruling out reviewing those decisions, and if you're not ruling it out, in what circumstances would you see those decisions being reviewed?",question
"Can you rule out the review, Mr Shorten? Secondly, you continue to say you'll wait to see if Adani stacks up, do you want it to stack up?",question
Voters want to know.,question
"Mr. Shorten you've accused Coalition Members of bullying Mrs. Price over that decision she made just before the election, doesn't that suggest that there was a problem with that process and therefore why wouldn't there be a review?",question
"Your letter to Martin Parkinson about the latest politicisation of the bureaucracy, will there be a night of the long knives under a Shorten Government to hack off the heads of these Department Secretaries?",question
Will you keep Martin Parkinson at Prime Minister and Cabinet?,question
"So Phil Gaetjens for example, would be Treasury Secretary under a Shorten Government?",question
Scott Morrison is spending a lot of time in Victoria. How confident are you that you will pick up seats there?,question
"Mr Shorten just on wages you've promised within 100 days if you win power to legislate overturning that Fair Work Commission if what's required to get Senate support for that measure is to legislate a ban on unions trading away penalty's, is that something you're willing to explore?",question
Would this then lead to small businesses then cutting peoples hours and cutting staff because they can't afford to because they can't afford to pay those extra penalty rates which they've said time and time again that they can't do?,question
But do you know if it will lead to people in the industry reinstated?,question
Does today's announcement mean that you will not seek to legislate changes to the Fair Work Act to increase the minimum wage or will you will just rely on submissions?,question
"On that subject who do you talk about meaningful wage rises, Brendan O'Connor has just talked about a real wage increase which is something above inflation I guess. This is central to your pitch to Australian people, don't they need to know what that actually means in dollar terms, how much of an increase do you want to give an average worker under a Shorten Government?",question
"Mr Shorten, the Commission was set up for a reason. Is it right for any government of the day to be able to overturn a decision that came from the Fair Work Commission?",question
"Warwick McKibbin who you pinned your climate change costings on last week, he came out today and said that you are wrong to say that international permits can alleviate the cost of your policy because the future of them is too uncertain. Does this put one big hole in your policy?",question
[inaudible],question
Why didn't you speak to McKibbin before you reference this report last week? This is what you based your costings on last week and he said you haven't spoken to him about this 4-year-old report?,question
Will you rule out a death tax?,question
"What can you tell us about the $80 million water sale, that has hit headlines this week? Do you have concerns about that purchase that the government made and if so, what are those concerns or what are the questions that you have?",question
"So Mr. Shorten, be specific. What does the Prime Minister need do with regard to the water problem right now in the middle of an election campaign to set it right? What can, and should, he do?",question
"Mr Shorten, costs on your emission reduction target, you said you have spoken about the government and you said it was going to be very large. It can only make sense by reason that your target is much higher than the government's, so that it must be larger, and those costs are going to go passed on to companies who have to buy carbon credits, and those costs are then going to be passed on to consumers. Why can't you say what the dollar figure is, that businesses are going to be asked to pay when it comes to buying those credits, so that consumers can understand what it is going to cost them. Can you give us a single figure on what it is going to cost, sir?",question
[inaudible},question
"It’s not an answer, do you have a figure as to what it’s going to cost for businesses, who will pass that cost onto consumers? Because there has to be a dollar figure.",question
But do you concede that that cost would be passed on to consumers?,question
But it is going to be much bigger.,question
Will you pursue the NEG in government if the opposition is opposed to it …,question
"If we can keep on climate change for just a little bit longer, you have dismissed the $25 billion figure and the $60 billion dollar figure that was put out; you say that the Government’s policies are going to be expensive. So you have looked at the economic cost and not necessarily the cost-benefit analysis, but just the cost of certain policies. The benefit is quite a way away. Do you know just the cost to the economy, not to the government and not to taxpayers coffers, on businesses, on the economy of your policies.",question
"$165 million dollars today on health expenditure, in regional Australia and in Westmead Hospital in Sydney Mr Shorten, not from Labor, but from the Prime Minister. Having gone so hard on health for so long in this campaign, you’d applaud that wouldn’t you?",question
What questions do say that government needs to answer over the $80 million dollar water deal?,question
"Mr Shorten, the member for Solomon said that there would be a support package for the NT. Will the Federal Government or a Federal Labor Government be bailing out the Northern Territory from their current financial crisis?",question
Will that include GST top-ups?,question
Will there be any cost to business under Labor's climate change plans?,question
"Mr Shorten on the question of tax cuts, there's a report in newspapers this morning suggesting that Labor has taken a decision not to offer additional tax cuts for people on incomes between $90,000 and $120,000 or $125,000 a year. Can I – one – ask, can you confirm that Labor has taken that decision? And - two, if you can – what’s that say to people on those incomes? Doesn't it say, ""You've got enough money and you're doing well""?",question
The Australian is suggesting that your carbon credits policy would cost Australians $25 billion. I take it it's a figure you reject. How much would it cost?,question
"Thank you. Isn't this issue starting to get a bit away from you? Is it a bit glib to blame News Limited? Shouldn't you announce the costings, bring that forward, bring voters in on your plans?",question
Do you have a rough figure at least on how much it would cost?,question
A report in the paper today states the McKibbin report estimates that it would cost businesses $25 billion by 2030 to buy the foreign carbon credits. Can you say how much money you believe Australian businesses will have to pay to buy these carbon credits over the next decade? Is this the $25 billion figure accurate? Is it more? Is it less?,question
"$25 billion is a lie, Mr Shorten, you say, but isn't the problem here you don't have a number to put in its place? And as long as you don't have a number to put in its place, why should we be confident that you're taking the Australian economy somewhere where you know how it's going to be affected at the end of the line?",question
"On Indigenous Affairs, Bill Shorten, Labor has said it will abolish the Community Development Program, and is campaigning hard on that issue here in the Territory. What is your new plan, and if you can't tell us today, will that be outlined before the election?",question
"The announcement you've made today, about ending and addressing youth suicide, and some of those other issues, isn't the core issue here, though making sure that people can participate in a real economy in some of these communities? And how is the Shorten Government going to change what's going on at the moment to ensure that can happen, and will some reform of the Land Rights Act be part of that?",question
"What are your thoughts then, on the Northern Territory Government handing back the leases on 44 remote communities to the Coalition, then? And what would Labor do differently if they were in Government? Would they solve this housing stoush with the NT Government?",question
"Ms King, can I ask you about chest pain clinics, if that's okay?",question
"Would Labor support BDI or Baker IDI's call for rapid chest pain clinics to be rolled out, is that something you would support?",question
"Mr Shorten, regarding, on the-",question
"Bill Shorten, regarding your claim that with your climate policies, we'd have GDP growth of 23 per cent in the 2020s, is that business as usual, the same as if you didn't have the climate plan, and where did you get the numbers from, I understand it's from the McKibbin report, but isn't that a bit outdated?",question
"I understand that figure was from the McKibbin report, isn't that a bit outdated now?",question
"Mr Shorten, yesterday when you said you had no intention of increasing taxes on superannuation, were you not including already proposed Labor policies of up to $34 billion worth of changes to the super savings? Were you just saying there wouldn't be any new ones, or did you forget that policy?",question
"So, I'd like to clarify the compulsory employer contributions. Will you increase that? It is at 9 per cent currently, would you increase that? And what would you say to the Grattan Institute report that says that could hurt low-income Australians?",question
"Sorry, Chris. The Grattan Institute is warning that an increase to the compulsory super guarantee to employees would hurt low income workers.",question
"Mr Shorten you’ve referenced in your modelling which shows that your emissions target reduction would cost the same as the Government's. How will it cost the same as the Government’s, considering that you have a bigger target? How will it cost the same?",question
"The question on superannuation yesterday was very clear. It's hard to believe that you misunderstood it. You could easily have specified that you only meant you would add no more policies on top of the ones already announced. Does it not look dishonest, like you’re trying to hide something when you don't mention that?",question
You have an opportunity today to clear the record and be up-front with the Australian people about how much you will raise income taxes on superannuation.,question
Do you dispute the Government's figure of $34 billion over a decade?,question
"Mr Shorten opposed to superannuation taxation, income tax. The Government is going to the election with tax cuts aimed at people on $90,000 to $120,000 in 2022. They are not high income earners, if you live in Sydney, you live in Perth, that is not a high income. What do you say to those people that, under your present plan, you are not offering anything else?",question
You ruled out any further changes to superannuation taxes.,question
"Other than what you've announced, yes. What about any changes to superannuation arrangements to stop accounts being eaten up by fees and exorbitant charges?",question
"Mr Shorten, every day you say to Australians that everything is going up except the wages, the Grattan report says that the change to the super guarantee could keep wages down by 2 per cent. Are they wrong?",question
"With your climate change policy, what proportion of the emissions reduction will be required from the electricity sector?",question
"On wages, Mr Shorten, you'll be meeting with some more workers today, but I would like to find out what you are going to do to increase their wages beyond your policies of re-introducing penalty rates and cracking down on labour hire. How will you work to increase the wages of people who are not on the minimum wage?",question
"On Jane’s question, sorry, the cut in the electricity sector, will that be more than the 26 per cent cut in that sector that the Coalition is promising?",question
-In the electricity sector?,question
Can I just confirm that-,question
"Good morning, Mr Shorten.",question
You've had 23 hours to think about yesterday's answer. Can you give final detail on how much the emissions reduction target will impact the economy? What that figure will be? And you've talked about offsets. How much money do you expect or believe you need to spend on those international offsets to meet your target?,question
"I'm not sure that's a financial figure, though, in just how much it's going to cost the economy, because BA Economics says it will cost $472 billion over the next 10 years? Do you disagree with that, and if so, how much is it going to cost?",question
Is there a figure on how much it's going to cost the economy?,question
"What if we don’t grow. There’s forecasts now that we're facing increasing headwinds, domestically and internationally. There's businesses out there which are concerned about facing a recession. What happens if we don't grow over the next five years?",question
"Can I take you to George Christensen, and a tip of the hat to Galloway here, as well: George Christensen, is it right that he used taxpayer funds for flights connecting to overseas?",question
"Chris Bowen, can I ask, I know-",question
"Chris Bowen, can I ask you, are you suggesting that the Liberals have scrubbed clean their website of information that would embarrass them, or is the webmaster there just having a bad day.",question
But you could release the pages that you have taken off the Labor website so we could look at them and see whether they have been excluded because of embarrassing mistakes.,question
Can I just confirm with the emissions reduction target that you will release full costings that will answer Jonathon’s question before the election?,question
"In regards to Labor’s wages policy, the Fair Work Commission which sets the minimum wages was set up be a Labor Government. At the time, neither Labor nor yourself as Minister was complaining about decisions the Fair Work Commission was making. Can you explain what’s actually changed between now and then that we now have a problem in the decisions that they are making.",question
"Mr Shorten, this morning you were with asked about the Sharrouf children being brought back. What possible reason is there for not bringing them back to their family in Australia?",question
"Mr Shorten, significant parts of your negative gearing policy have been taken down from Labor’s website, charts and graphics explaining how the policies will work. Can you explain why that’s happened?",question
"Do you, and if you do, why do you believe that Australian taxpayer money should go towards helping restore Notre Dame?",question
"Notre Dame, in Paris.",question
Should Australian special forces be used to get the Sharrouf children and other Australian children out of Syria?,question
"In regards to your living wage policy, can you clarify who the 1.2 million workers you promised a pay rise are? Where did you get this figure from and can you explain who exactly it is, given that 180,000 workers are on the adult minimum wage?",question
Have you or any of our colleagues spoken to Sam Dastyari about today's pathology announcement?,question
But can I bring you back to the question?,question
You haven’t answered whether your colleagues have spoken to him.,question
Mr Shorten there's been allegations that that Liberal Party's candidate in Chisholm made homophobic comments. Does she need to apologise and does the Prime Minister need to intervene?,question
Can you rule out no new or increased taxes on superannuation?,question
That’s different from ruling it out though.,question
So will you rule it out?,question
"You have spoken almost exclusively since your budget in reply speech and focused on health. When can voters learn more about Labor's emission reduction target, how you will get there and the cost to the economy?",question
Some of your staffers have said the same in private conversations.,question
"You didn't answer the question. Answer the question, when can people know, Mr Shorten, the cost to the economy. You didn't answer the question. You should answer the question. That's why we're here to ask questions, why can't you answer the question?",question
"Why won't you answer the question, Mr Shorten?",question
"On pathology, nine out of 10 pathology blood tests are done out of hospitals. 99 per cent of those are bulk billed. How can you say the system’s at breaking point when the rate is at 99 per cent? And can you guarantee this $200 million will not just fill the bottom lines of pathology companies?",question
"Surely pathology companies come to you and say we want more money, do you just roll over and accept that argument without scrutiny, and is that  the process that applies to other industries as well?",question
"But hasn't the government done a better job? It was 97 per cent in 2013, when you guys left office, and it's above 99 per cent now?",question
"If it remains high today, how can you say it's at breaking point?",question
"Could I ask on those 90 excluded pages re your capital gains and negative gearing changes, you say there are new assumptions, so they need updating, which is a very fine thing. How do the assumptions change the costings on those two programs, and assuming that they're not affected, would you release the 90 pages so we can have a look?",question
"Mr Shorten in Boothby do you support the South Australian government's plans for the Repat general hospital, and if so will you match the $35 million in Coalition funding pledged?",question
Yes please.,question
The health minister here says they haven't heard from Labor at all on this issue.,question
"In terms of the Sharrouf children, is there anything more the Government should be doing there, and if they do come home are there particular measures that you would like to see in place to make sure they're not some kind of threat?",question
"South Australian irrigators have been told over the last 24 hours they will only get 14 per cent of the allocation which they were hoping they would get. They feared they might get 50 per cent, they were hoping to get 100 per cent. What is Labor's plan to fix the Murray and does it include or could it include resparking up this $2.2 billion desalination plant that we have here?",question
Will you sack the CFMEU's Michael Ravbar from the Labor national executive now he's been fined by the Federal Court?,question
Do you think it's appropriate that Sam Dastyari's employer will make a motza out of today's announcement?,question
"On the weekend you made some very strong comments about people spending more than $3,000 managing tax affairs, you said it was a loophole and a rort. Are you surprised organisations like the CPA and the Institute of Public accountants are making such partisan opposition to that during the election campaign? Usually they would be a bit less in the thick of the political campaign.",question
[inaudible],question
"So if restoration were a decision for a Shorten Government to take, what would you do?",question
"Before we let you go this morning, there is a report that the Government's numbers, as such,a Grattan Institute examination suggests that it could be $40 billion a year short on its surplus unless it picks – or cuts in harder with taxes or something, or spending cuts to pay the difference, your response?",question
"Finally, were you surprised by that? Did that shock you or were those numbers you'd seen in the Budget and expected?",question
"Firstly, tell us why you’re here today?",question
"We have been asking our listeners this morning, Mr Shorten, to text through questions for you. I’d like to read you this text from Tim. He says “I’m really worried as a small businessman I’ve watched my business go from 15 staff to five since the McGowan government came to power and our local Albany economy has gone into freefall. Things are only going to get worse under a new government obsessed with all things green. When are you going to explain how your climate change policies will impact the economy?”",question
"People are looking at the hiccups and stumbles at a time like this when you are focusing on an upcoming election, and such was the case yesterday afternoon, where you were seen to not answer a question that was asked by a journalist, and we have another question from a listener from Owen, asking what are the costings for your renewables and greenhouse gas emission policies, you owe it to the people of Australia to be transparent on this.",question
So the costs are the same?,question
"I mean, the thing with these climate change policies, these policies take time. You know, natural disasters are not going to stop the moment a good policy is agreed to.",question
"No, but it may take a century to recover from that situation.",question
"Vote Compass is the online tool that ABC is using during the election campaign to gauge Australians’ views on the policies, taking the personalities out of it. The number one issue here in Western Australia is not the environment, but the economy, and that is the concern, and that is where they don’t trust you.",question
"But electric cars actually cost more, at the moment.",question
(laughs) Not seeing what’s coming down over the road is quite an amazing analogy because I don’t think even you could have realised that electric cars were going to be the hot spot that it is. But the hot button issue –,question
"Every time we talk about it, we get loads of people talking about it, for and against.",question
But you would rather they didn’t.,question
"Bill Shorten is our guest, I beg your pardon, on ABC Radio Perth and WA, the Leader of the Opposition. Let’s go back to questions from our listeners.",question
"A lot of people make the point that $3000 or $2500 is what pays for their health insurance every year, they make arrangements years in advance based on what you call a gift so why don't you grandfather these arrangements?",question
"Bill Shorten there are a number of tightly held seats in Western Australia that you're fighting over at the moment. There are some that you would give up on and one of them would be Curtin but you did play a surprise hand I guess when came to delivering a candidate to Curtin for the ALP, and with it looked like the aim of disruption I guess, Melissa Parke, I am talking about and she of course now has stood down as the candidate for the ALP for the seat of Curtin over, some people would say, embarrassing comments that she made claiming that a Palestinian woman was forced to drink bleach at the Israeli border. How do you feel about the remarks and your decision to endorse her in the first place?",question
So you didn't ask her to stand down?,question
Are you embarrassed by it?,question
And now Josh Wilson supports a two-state solution in Israel and that is also causing you some tension?,question
"Bill Shorten, will any elected WA Labor members make their way onto a Government front bench if you win?",question
Pat Dodson?,question
"We have watched the Budget and your reply very, very closely. Why is the Newstart allowance, an increase, not an ALP commitment?",question
"Would you look at changing it so that it, the annual indexation is similar to what happens with the pension?",question
It makes a lot of people very sad...,question
"Substantially, I mean I know you can't commit but it needs a good hike...",question
Who do you imagine is on Newstart when you picture it in your mind's eye?,question
"We've been asking our listeners over the last couple of weeks about trust in regard to politicians and in particular who they trust more, you or Scott Morrison. 22 per cent of our listeners who took part in our survey said they didn't trust either of you. Do you accept that voters are switching off?",question
"Bill Shorten just a final question for you talking about town halls, we read today that you have agreed with the Prime Minister Scott Morrison to a debate here in Perth on the April 29. Can you tell us what the arrangement of that is. Will it be a town hall-style debate? Will it be a more formal debate? Will there be questions from the audience or limited journos?",question
Thank you very much for your time.,question
"Look, this is the first time we've spoken to you since the election was called. The first Newspoll of the campaign has you well ahead of Scott Morrison: 52-48 two party preferred. Based on that, it would be a landslide to Labor. Is this your election to lose?",question
"All right. While we've got you Bill Shorten, the children of notorious terrorist Khaled Sharrouf have pleaded to be allowed to come back home to Australia after years living in Islamic State territory. Their grandma told Four Corners program on the ABC last night they pose no threat to Australia. If you were Prime Minister, would you let them back in?",question
But you'd like them back in?,question
"Yep. All right Bill Shorten, thanks for joining us.",question
"This new Medicare item number that Labor is proposing, why would a doctor accept a fee that's lower than what they can currently receive with the Medicare rebate they get plus the out-of-pocket they can get from a patient?",question
"In regards to hospitals funding, Mr Shorten, will you commit to restoring federal funding for hospitals to a 50-50 split with the states, even if that ratio, 50 per cent, is more than $2.8 billion?",question
"You say that the cancer plan is about boosting competition, but haven't you given the impression to voters that all cancer treatment will be free if you're elected?",question
"The Government tells us, right or wrong, that funding for this local area health network is up 89 per cent on 2012-13. Now that figure might be wrong, I can't vouch for that. Can you tell us, is the funding is up almost 90 per cent and if so, haven't you just walked into an example of actually pretty good government commitment to health?",question
"Is health spending here at record levels, Mr Shorten, or is it not? It is a simple question - it is or it isn't?",question
Is it at record levels or not?,question
"You keep dodging the question by not answering it, so is it at record levels or not. Because this is one of the confounding issues over the election campaign over whether you say there is more money on education or health or whether the Government says there is record levels on education and health. Simply, is it at record levels or not?",question
What consultations or procedures would be covered under this new Medicare item number? Is it all cancers or just certain cancers?,question
Are you worried about Malcolm Turnbull giving support to independents?,question
"On the question of independents, are you prepared to seek assurances of supply and confidence if necessary after the election?",question
What if you don't form a majority...,question
"Mr Shorten, Josh Wilson has said that Israeli checkpoints are places where people go to die. Julian Hill and Cathy O’Toole have made similar criticisms of checkpoints. Sue Lines has attacked the Israeli lobby in a speech, and Andrew Leigh once wrote that Australia needs to stop Israel going down a self-destructive path. Are you out of line with your MPs on increasing support for Israel? For Palestine, sorry.",question
"Mr Shorten, this morning you talked about lifting wages for people down at Spotswood. What do you say to small businesses who are going to pay extra to their staff? Are you telling them that they'll have to absorb the costs of passing on higher wages to their workers?",question
Clive Palmer has agreed to pay back Queensland Nickel...,question
Does that make him more of a threat in the Senate?,question
"Can I ask you about your fuel efficiency policy. Do you rule out exempting vehicles that sell less than 2,500 units from the policy?",question
On the fuel efficiency policy do you rule out that exemption for low-selling vehicles?,question
"Vehicles that sell 2,500 or less.",question
The Climate Change Authority which your policy is based on...,question
"Well, a lot are them are quite expensive cars, low-selling cars, are they going to be exempt under the policy?",question
Do you have concerns about the Government asking the Health Department to cost your policies?,question
Malc … Scott Morrison has nominated...,question
... April 29 or 30 for the Perth leadership debate. Will you accept either of those dates?,question
"On Peter Dutton, Labor have been running a hard campaign here in Victoria. Is he an electoral asset for you?",question
What did Melissa Parke say wrong?,question
"She said her views were very well known for many years, why was she preselected in the first place?",question
Which views don't you agree with?,question
Did the party ask her to stand down?,question
"But this isn’t about her views, it’s about an unfounded claim about Israeli soldiers. Isn’t that a bit more serious?",question
"You have called her a fine foreign policy thinker and internationalist in a tribute to her. Do you stand by that assessment today and, if you do, shouldn't a Shorten Government at least factor in her views on the Palestinians?",question
[inaudible],question
"She made claims that she saw a pregnant woman forced to drink bleach at the Gaza crossing. Now either that didn't happen and she shouldn't have said it, or it did happen and you should agree with it and say it was the right thing to say.",question
"I'll take you to a different matter, Alex Turnbull has said on Twitter that he's trying to roll climate change deniers within the Liberal Party. Do you think that party does have climate change deniers, and what do you make of Alex Turnbull?",question
What were you hoping to achieve in your meeting with Anthony Pratt.,question
"Mr Shorten, the Liberal Party has lost three candidates because of section 44 concerns. Can you guarantee there are no such concerns for any Labor candidates?",question
"You said Newstart will rise under a Labor Government. Do you envision that being a small, modest or large increase and when would welfare recipients start to see that increase?",question
"Franking credits and this electorate of Robertson. This electorate has plenty of retirees, many whom might be affected by your policy on franking credits. What is your message to them?",question
"When will the Newstart review start, finish and the increase go into people's bank balances.",question
ACOSS says $75 would be an appropriate increase to Newstart. What do you think of that figure?,question
Peter Dutton is doubling down on his attacks on Ali France. What is your response to that?,question
"Senator, do you think an apology would suffice? Should they go further?",question
"On the Easter weekend it appears that GetUp is going to be campaigning during the Easter long weekend. Do you think it is appropriate, given that GetUp is an independent organisation as you say, is it appropriate though?",question
Can we go back to Melissa Parke for a second. I know you said it was her decision to step down so as not to be a distraction but is there not room within the Labor Party for differing views on a major issue like this?,question
"Mr Shorten, it's been reported that you had lunch with [Anthony] Pratt, yesterday, Australia's richest man. Can I ask, did you make any assurances that you'll be looking after the top end of town?",question
Should the children of ISIS fighters be brought home to Australia?,question
Can I ask a question about Adani. Do you absolutely rule out revisiting the groundwater management plan in government?,question
Mr Shorten what do you make of Peter Dutton’s comments about Labor’s candidate in Dickson? Do you think he’s being deliberately provocative in suggesting that she’s using her disability as an excuse?,question
"Yes a question on cancer research spending. Mr Shorten you’re here with Brian Owler. In 2014 Brian Owler, speaking to health fund bosses, it’s reported said “seven per cent of procedures that were covered by health funds incurred out of pocket costs. So how many services incur this out of pocket cost? How bad is that problem of out of pocket costs? And do you expect Brian Owler to come into the Parliament for the Member of Bennelong given the swing that we saw at the by-election?",question
Just one question on that same speech...,question
"Doctor Owler, just on that same speech, you're reported as saying, ""we know that people will happily pay for cosmetic procedures but feel affronted if there's any cost associated with their cancer care."" It appears that you took aim with people complaining about high medical gap care costs. Have you changed your mind on that sense?",question
"Mr Shorten, can I ask you about Israel Folau?",question
"Thanks, Ali France and Peter Dutton - what's your response?",question
"In regards to Israel Folau - and I appreciate many people will be repulsed by his comments, he has an implied right to practise a religion. He has an implied right to preach that religion. Why doesn't he have a right to put that on social media?",question
"Mr Shorten, the government's released what it says is Treasury modelling, putting the cost of your tax measures and non-measures at $387 billion. What do you say the true figure is? And how do you explain the discrepancy, if there is one?",question
What do you say the total impact is then? Is it 387 or is it different?,question
"Clearly, the Labor Party is going to collect far more revenue than the government does over the next four years, over the next ten years. Clearly that's part of your plan. Doesn't that not have some sort of economic impact which will affect ordinary people?",question
"On the accountant’s exemption, Mr. Shorten - the tax commissioner last month said he was sceptical that most of the savings claimed weren't from managing tax affairs but were in fact from other deductions, are you 100 per cent confident that you will raise the $1.8 billion over the next decade that Labor wants to from closing this loophole?",question
But Mr Shorten -  But Mr Shorten I-,question
"Mr Shorten, Scott Morrison has accepted a challenge to debate you in Perth, I understand. One, could you give us a direct answer to the challenge to have a debate in Perth, two, more broadly could you tell us how many debates do you think we should have in this campaign, and what kind of conditions would you apply to the way they are conducted, where they're conducted, and when we'd see them?",question
"On treasury being used to cost Labor policies while the government is in government, and then those numbers subsequently being released during the caretaker period, is that something that Labor sees a problem with?",question
"Yeah, just quickly: Are you at all concerned about the Real Estate Institute's active campaign to lose Labor votes in marginal seats over negative gearing?",question
But they say - its going to create more instability in housing.,question
It's one of your big ticket policies - can you tell us clearly what is the breakdown between new and existing properties and negative gearing? We haven't got a clear answer on that question.,question
"Can I just ask about Julian Assange - should Australia be doing anything to stop his extradition to the United States, and what's your general reaction on his arrest?",question
"ACOSS said they want to ramp up Newstart, you say we need it lifted - I know you're going to review it once you ‘re into government, but can you guarantee it'll remain the same level?",question
"So, on just what you said about Newstart then, are you suggesting that either way, whatever comes out of the review there will be some kind of increase of some sort?",question
Bill Shorten is campaigning in Sydney this morning where he will reveal the latest details of the party's plans to cut cancer costs. He joins us from the Sydney Markets. Mr Shorten good morning to you.,question
"Firstly, to the news of the morning, what is your response to the arrest of Julian Assange overnight?",question
What do you make of America confirming overnight that yes indeed it does want to extradite Julian Assange to the United States?,question
"Should the Australian Government, any Australian Government, Coalition or Labor seek to stop such move?",question
"You're campaigning in Western Sydney this morning, Bill Shorten, how worried are you about the prospects of the Labor Party not just in Western Sydney but in Sydney generally after the disastrous performance of state Labor in the recent NSW election?",question
The Prime Minister on the show half an hour ago released the Treasury costings pointing to $387 billion burden as the Coalition puts it of the Labor tax plan over the next decade. Can voters afford to elect the Labor Party?,question
